"obs_id" "Zt" "vtime"
"2580" 215 -0.269351010790288 1.2
"2581" 216 -0.362506319601684 0.1
"2582" 216 -0.393288285165946 0.2
"2584" 216 -0.45485221629447 0.4
"2587" 216 -0.547198112987257 0.7
"2588" 216 -0.577980078551519 0.8
"2590" 216 -0.639544009680043 1
"2591" 216 -0.670325975244305 1.1
"2594" 217 -0.232887108073473 0.2
"2595" 217 -0.25869259016236 0.3
"2596" 217 -0.284498072251247 0.4
"2598" 217 -0.33610903642902 0.6
"2600" 217 -0.387720000606794 0.8
"2601" 217 -0.413525482695681 0.9
"2603" 217 -0.465136446873454 1.1
"2605" 218 0.264711453848045 0.1
"2607" 218 0.227762099669905 0.3
"2609" 218 0.190812745491764 0.5
"2610" 218 0.172338068402694 0.6
"2611" 218 0.153863391313624 0.7
"2613" 218 0.116914037135484 0.9
"2614" 218 0.0984393600464139 1
"2616" 218 0.0614900058682737 1.2
"2617" 219 -0.204191635394531 0.1
"2618" 219 -0.232738733774645 0.2
"2621" 219 -0.318380028914989 0.5
"2624" 219 -0.404021324055333 0.8
"2626" 219 -0.461115520815562 1
"2627" 219 -0.489662619195676 1.1
"2628" 219 -0.518209717575791 1.2
"2629" 220 -0.214985445470579 0.1
"2630" 220 -0.254425045168356 0.2
"2631" 220 -0.293864644866133 0.3
"2632" 220 -0.33330424456391 0.4
"2633" 220 -0.372743844261686 0.5
"2635" 220 -0.45162304365724 0.7
"2637" 220 -0.530502243052793 0.9
"2638" 220 -0.56994184275057 1
"2639" 220 -0.609381442448347 1.1
"2642" 221 -0.768081210845881 0.2
"2644" 221 -0.858597233112035 0.4
"2647" 221 -0.994371266511267 0.7
"2648" 221 -1.03962927764434 0.8
"2650" 221 -1.1301452999105 1
"2651" 221 -1.17540331104358 1.1
"2652" 221 -1.22066132217665 1.2
"2656" 222 0.228852208473393 0.4
"2659" 222 0.169289017267327 0.7
"2660" 222 0.149434620198638 0.8
"2661" 222 0.12958022312995 0.9
"2662" 222 0.109725826061261 1
"2664" 222 0.0700170319238838 1.2
"2668" 223 -0.195952195446578 0.4
"2669" 223 -0.224020692247347 0.5
"2670" 223 -0.252089189048116 0.6
"2671" 223 -0.280157685848885 0.7
"2672" 223 -0.308226182649653 0.8
"2673" 223 -0.336294679450422 0.9
"2674" 223 -0.364363176251191 1
"2675" 223 -0.392431673051959 1.1
"2676" 223 -0.420500169852728 1.2
"2677" 224 0.077237798147434 0.1
"2679" 224 0.0414530932349357 0.3
"2680" 224 0.0235607407786865 0.4
"2690" 225 0.331786809899423 0.2
"2691" 225 0.335017292686858 0.3
"2693" 225 0.341478258261728 0.5
"2701" 226 -0.278063611267103 0.1
"2702" 226 -0.311122802227804 0.2
"2703" 226 -0.344181993188505 0.3
"2704" 226 -0.377241184149206 0.4
"2705" 226 -0.410300375109907 0.5
"2707" 226 -0.476418757031309 0.7
"2709" 226 -0.542537138952711 0.9
"2716" 227 0.201415934226006 0.4
"2717" 227 0.195942238181902 0.5
"2718" 227 0.190468542137798 0.6
"2720" 227 0.17952115004959 0.8
"2721" 227 0.174047454005486 0.9
"2722" 227 0.168573757961382 1
"2725" 228 -0.210176840590693 0.1
"2726" 228 -0.240730014163371 0.2
"2727" 228 -0.271283187736048 0.3
"2728" 228 -0.301836361308726 0.4
"2729" 228 -0.332389534881404 0.5
"2730" 228 -0.362942708454081 0.6
"2732" 228 -0.424049055599437 0.8
"2733" 228 -0.454602229172114 0.9
"2734" 228 -0.485155402744792 1
"2735" 228 -0.515708576317469 1.1
"2736" 228 -0.546261749890147 1.2
"2737" 229 0.141853780099848 0.1
"2740" 229 0.083912422097743 0.4
"2745" 229 -0.0126565079057651 0.9
"2749" 230 -0.0710801938942089 0.1
"2751" 230 -0.116483575332926 0.3
"2752" 230 -0.139185266052285 0.4
"2756" 230 -0.22999202892972 0.8
"2757" 230 -0.252693719649079 0.9
"2758" 230 -0.275395410368438 1
"2759" 230 -0.298097101087797 1.1
"2760" 230 -0.320798791807155 1.2
"2761" 231 -0.319487275015773 0.1
"2762" 231 -0.351347874526237 0.2
"2763" 231 -0.383208474036702 0.3
"2765" 231 -0.446929673057631 0.5
"2768" 231 -0.542511471589024 0.8
"2769" 231 -0.574372071099489 0.9
"2774" 232 -0.342143904307716 0.2
"2775" 232 -0.378276799902121 0.3
"2779" 232 -0.52280838227974 0.7
"2782" 232 -0.631207069062954 1
"2783" 232 -0.667339964657359 1.1
"2784" 232 -0.703472860251763 1.2
"2785" 233 -0.0638780100066658 0.1
"2786" 233 -0.0915575354406091 0.2
"2787" 233 -0.119237060874552 0.3
"2789" 233 -0.174596111742439 0.5
"2791" 233 -0.229955162610326 0.7
"2793" 233 -0.285314213478212 0.9
"2797" 234 -0.158440037614745 0.1
"2798" 234 -0.197670411216793 0.2
"2800" 234 -0.276131158420891 0.4
"2801" 234 -0.31536153202294 0.5
"2805" 234 -0.472283026431134 0.9
"2807" 234 -0.550743773635232 1.1
"2808" 234 -0.58997414723728 1.2
"2810" 235 0.3614676076586 0.2
"2811" 235 0.346579060994085 0.3
"2813" 235 0.316801967665056 0.5
"2814" 235 0.301913421000542 0.6
"2821" 236 0.50316120307774 0.1
"2822" 236 0.495170970685718 0.2
"2823" 236 0.487180738293697 0.3
"2824" 236 0.479190505901675 0.4
"2825" 236 0.471200273509653 0.5
"2827" 236 0.45521980872561 0.7
"2833" 237 -0.0618850608018465 0.1
"2834" 237 -0.094369724275596 0.2
"2836" 237 -0.159339051223095 0.4
"2838" 237 -0.224308378170594 0.6
"2840" 237 -0.289277705118093 0.8
"2843" 237 -0.386731695539342 1.1
"2845" 238 -0.115111065827564 0.1
"2846" 238 -0.148122223365879 0.2
"2847" 238 -0.181133380904194 0.3
"2848" 238 -0.214144538442509 0.4
"2850" 238 -0.28016685351914 0.6
"2852" 238 -0.34618916859577 0.8
"2853" 238 -0.379200326134085 0.9
"2855" 238 -0.445222641210715 1.1
"2856" 238 -0.47823379874903 1.2
"2857" 239 -0.13195022363106 0.1
"2858" 239 -0.156712784676756 0.2
"2861" 239 -0.231000467813842 0.5
"2865" 239 -0.330050711996624 0.9
"2867" 239 -0.379575834088014 1.1
"2868" 239 -0.40433839513371 1.2
"2869" 240 0.101407229470603 0.1
"2872" 240 0.0484688960196592 0.4
"2874" 240 0.0131766737190299 0.6
"2878" 240 -0.0574077708822289 1
"2880" 240 -0.0926999931828583 1.2
"2881" 241 0.19484084749913 0.1
"2883" 241 0.163497902767115 0.3
"2885" 241 0.1321549580351 0.5
"2893" 242 0.0213657915251848 0.1
"2894" 242 0.0157735060102297 0.2
"2895" 242 0.0101812204952747 0.3
"2897" 242 -0.0010033505346353 0.5
"2898" 242 -0.00659563604959032 0.6
"2905" 243 -0.0464917655044917 0.1
"2906" 243 -0.0709560020266652 0.2
"2908" 243 -0.119884475071012 0.4
"2909" 243 -0.144348711593186 0.5
"2911" 243 -0.193277184637532 0.7
"2912" 243 -0.217741421159706 0.8
"2915" 243 -0.291134130726226 1.1
"2916" 243 -0.3155983672484 1.2
"2917" 244 0.534380652373659 0.1
"2920" 244 0.474680640195463 0.4
"2921" 244 0.454780636136065 0.5
"2923" 244 0.414980628017268 0.7
"2924" 244 0.395080623957869 0.8
"2929" 245 0.11352916656394 0.1
"2930" 245 0.0976977870628468 0.2
"2934" 245 0.0343722690584736 0.6
"2936" 245 0.002709510056287 0.8
"2937" 245 -0.0131218694448063 0.9
"2938" 245 -0.0289532489458996 1
"2939" 245 -0.0447846284469929 1.1
"2940" 245 -0.0606160079480862 1.2
"2941" 246 -0.0107962579151788 0.1
"2942" 246 -0.0298451070661386 0.2
"2944" 246 -0.0679428053680583 0.4
"2946" 246 -0.106040503669978 0.6
"2947" 246 -0.125089352820938 0.7
"2948" 246 -0.144138201971898 0.8
"2950" 246 -0.182235900273817 1
"2954" 247 0.119341813212442 0.2
"2956" 247 0.0843989900805814 0.4
"2958" 247 0.0494561669487208 0.6
"2960" 247 0.0145133438168601 0.8
"2961" 247 -0.00295806774907026 0.9
"2965" 248 -0.164195076940156 0.1
"2966" 248 -0.188072754743441 0.2
"2968" 248 -0.235828110350012 0.4
"2969" 248 -0.259705788153297 0.5
"2970" 248 -0.283583465956582 0.6
"2972" 248 -0.331338821563153 0.8
"2973" 248 -0.355216499366438 0.9
"2974" 248 -0.379094177169724 1
"2976" 248 -0.426849532776294 1.2
"2979" 249 -0.629201435922077 0.3
"2981" 249 -0.729652945700395 0.5
"2984" 249 -0.880330210367871 0.8
"2986" 249 -0.980781720146188 1
"2987" 249 -1.03100747503535 1.1
"2989" 250 0.0687783227086393 0.1
"2990" 250 0.0444425708143185 0.2
"2991" 250 0.0201068189199976 0.3
"2993" 250 -0.0285646848686442 0.5
"2995" 250 -0.0772361886572859 0.7
"2996" 250 -0.101571940551607 0.8
"2997" 250 -0.125907692445928 0.9
"2998" 250 -0.150243444340249 1
"2999" 250 -0.174579196234569 1.1
"3000" 250 -0.19891494812889 1.2
"3001" 251 0.248747703216046 0.1
"3002" 251 0.235670325042588 0.2
"3003" 251 0.222592946869131 0.3
"3005" 251 0.196438190522216 0.5
"3014" 252 -0.482388347057292 0.2
"3017" 252 -0.564638632044532 0.5
"3023" 252 -0.729139202019012 1.1
"3026" 253 0.187958392867225 0.2
"3027" 253 0.166471540182902 0.3
"3029" 253 0.123497834814256 0.5
"3037" 254 0.256511740342754 0.1
"3038" 254 0.250367167491509 0.2
"3039" 254 0.244222594640264 0.3
"3040" 254 0.238078021789019 0.4
"3043" 254 0.219644303235283 0.7
"3046" 254 0.201210584681548 1
"3047" 254 0.195066011830303 1.1
"3050" 255 0.303485802028215 0.2
"3051" 255 0.300082736200666 0.3
"3052" 255 0.296679670373118 0.4
"3056" 255 0.283067407062924 0.8
"3057" 255 0.279664341235376 0.9
"3059" 255 0.272858209580279 1.1
"3061" 256 0.0654133767711248 0.1
"3062" 256 0.0535540851007486 0.2
"3063" 256 0.0416947934303724 0.3
"3064" 256 0.0298355017599961 0.4
"3065" 256 0.0179762100896199 0.5
"3067" 256 -0.00574237325113255 0.7
"3068" 256 -0.0176016649215088 0.8
"3069" 256 -0.029460956591885 0.9
"3071" 256 -0.0531795399326375 1.1
"3073" 257 -0.256752950077221 0.1
"3075" 257 -0.303492812540312 0.3
"3076" 257 -0.326862743771858 0.4
"3079" 257 -0.396972537466495 0.7
"3080" 257 -0.420342468698041 0.8
"3081" 257 -0.443712399929587 0.9
"3082" 257 -0.467082331161132 1
"3084" 257 -0.513822193624224 1.2
"3086" 258 -0.204407156351306 0.2
"3088" 258 -0.297546786505753 0.4
"3089" 258 -0.344116601582976 0.5
"3090" 258 -0.390686416660199 0.6
"3091" 258 -0.437256231737423 0.7
"3092" 258 -0.483826046814646 0.8
"3093" 258 -0.53039586189187 0.9
"3095" 258 -0.623535492046317 1.1
"3096" 258 -0.67010530712354 1.2
"3097" 259 -0.131796825856782 0.1
"3100" 259 -0.239109934146201 0.4
"3101" 259 -0.274880970242675 0.5
"3104" 259 -0.382194078532094 0.8
"3109" 260 0.26594306346512 0.1
"3110" 260 0.244695357067937 0.2
"3113" 260 0.180952237876388 0.5
"3114" 260 0.159704531479206 0.6
"3116" 260 0.11720911868484 0.8
"3117" 260 0.0959614122876572 0.9
"3118" 260 0.0747137058904744 1
"3121" 261 -0.169005861816168 0.1
"3122" 261 -0.20575578293952 0.2
"3123" 261 -0.242505704062872 0.3
"3124" 261 -0.279255625186223 0.4
"3127" 261 -0.389505388556279 0.7
"3128" 261 -0.426255309679631 0.8
"3129" 261 -0.463005230802983 0.9
"3130" 261 -0.499755151926334 1
"3132" 261 -0.573254994173038 1.2
"3133" 262 -0.0644896987527923 0.1
"3135" 262 -0.125006155280347 0.3
"3141" 262 -0.306555524863009 0.9
"3143" 262 -0.367071981390564 1.1
"3144" 262 -0.397330209654341 1.2
"3145" 263 -0.260499886927772 0.1
"3148" 263 -0.347338692154769 0.4
"3150" 263 -0.405231228972767 0.6
"3151" 263 -0.434177497381765 0.7
"3152" 263 -0.463123765790764 0.8
"3153" 263 -0.492070034199763 0.9
"3155" 263 -0.549962571017761 1.1
"3157" 264 0.103079530212444 0.1
"3159" 264 0.0480856814941687 0.3
"3161" 264 -0.00690816722410642 0.5
"3162" 264 -0.034405091583244 0.6
"3163" 264 -0.0619020159423815 0.7
"3164" 264 -0.0893989403015191 0.8
"3165" 264 -0.116895864660657 0.9
"3166" 264 -0.144392789019794 1
"3170" 265 -0.132718268389342 0.2
"3173" 265 -0.221170572993309 0.5
"3175" 265 -0.280138776062621 0.7
"3176" 265 -0.309622877597277 0.8
"3177" 265 -0.339106979131932 0.9
"3181" 266 -0.240159867134935 0.1
"3183" 266 -0.298508838338998 0.3
"3184" 266 -0.32768332394103 0.4
"3187" 266 -0.415206780747124 0.7
"3189" 266 -0.473555751951187 0.9
"3190" 266 -0.502730237553219 1
"3193" 267 0.198963354886605 0.1
"3199" 267 0.117262666203544 0.7
"3201" 267 0.090029103309191 0.9
"3207" 268 -0.255864230981521 0.3
"3209" 268 -0.336624959564291 0.5
"3211" 268 -0.417385688147061 0.7
"3213" 268 -0.498146416729831 0.9
"3214" 268 -0.538526781021216 1
"3215" 268 -0.578907145312601 1.1
"3216" 268 -0.619287509603986 1.2
"3217" 269 -0.0485645619601744 0.1
"3218" 269 -0.0752197539664264 0.2
"3219" 269 -0.101874945972678 0.3
"3221" 269 -0.155185329985182 0.5
"3223" 269 -0.208495713997686 0.7
"3224" 269 -0.235150906003938 0.8
"3225" 269 -0.26180609801019 0.9
"3227" 269 -0.315116482022694 1.1
"3229" 270 0.224691439591772 0.1
"3231" 270 0.204450984464495 0.3
"3233" 270 0.184210529337219 0.5
"3235" 270 0.163970074209942 0.7
"3236" 270 0.153849846646304 0.8
"3243" 271 -0.286120083743601 0.3
"3244" 271 -0.322753410294493 0.4
"3245" 271 -0.359386736845386 0.5
"3248" 271 -0.469286716498065 0.8
"3250" 271 -0.54255336959985 1
"3252" 271 -0.615820022701636 1.2
"3253" 272 0.16784420904555 0.1
"3255" 272 0.151208038392587 0.3
"3256" 272 0.142889953066106 0.4
"3257" 272 0.134571867739625 0.5
"3258" 272 0.126253782413143 0.6
"3265" 273 -0.0367113097546263 0.1
"3266" 273 -0.0640724379508408 0.2
"3267" 273 -0.0914335661470553 0.3
"3269" 273 -0.146155822539484 0.5
"3270" 273 -0.173516950735699 0.6
"3271" 273 -0.200878078931913 0.7
"3276" 273 -0.337683719912986 1.2
"3277" 274 0.0529129381112429 0.1
"3278" 274 0.0469637042209866 0.2
"3279" 274 0.0410144703307302 0.3
"3281" 274 0.0291160025502176 0.5
"3282" 274 0.0231667686599612 0.6
"3284" 274 0.0112683008794486 0.8
"3289" 275 -0.04650504090837 0.1
"3290" 275 -0.0732892087863392 0.2
"3291" 275 -0.100073376664308 0.3
"3293" 275 -0.153641712420247 0.5
"3294" 275 -0.180425880298216 0.6
"3295" 275 -0.207210048176185 0.7
"3297" 275 -0.260778383932124 0.9
"3300" 275 -0.341130887566031 1.2
"3301" 276 0.194660758164982 0.1
"3302" 276 0.186326809575736 0.2
"3303" 276 0.17799286098649 0.3
"3308" 276 0.136323118040259 0.8
"3313" 277 -0.379156081692467 0.1
"3314" 277 -0.433590211437946 0.2
"3315" 277 -0.488024341183424 0.3
"3316" 277 -0.542458470928902 0.4
"3317" 277 -0.59689260067438 0.5
"3318" 277 -0.651326730419858 0.6
"3322" 277 -0.86906324940177 1
"3323" 277 -0.923497379147249 1.1
"3324" 277 -0.977931508892727 1.2
"3325" 278 -0.122430154099583 0.1
"3329" 278 -0.295025051193209 0.5
"3330" 278 -0.338173775466615 0.6
"3331" 278 -0.381322499740021 0.7
"3333" 278 -0.467619948286834 0.9
"3334" 278 -0.51076867256024 1
"3338" 279 -0.00219647695962405 0.2
"3339" 279 -0.020833421674029 0.3
"3340" 279 -0.039470366388434 0.4
"3341" 279 -0.058107311102839 0.5
"3344" 279 -0.114018145246054 0.8
"3345" 279 -0.132655089960459 0.9
"3346" 279 -0.151292034674864 1
"3350" 280 0.0506350269421605 0.2
"3352" 280 0.00309613689044054 0.4
"3353" 280 -0.0206733081354194 0.5
"3354" 280 -0.0444427531612794 0.6
"3355" 280 -0.0682121981871394 0.7
"3358" 280 -0.139520533264719 1
"3361" 281 -0.171844512343274 0.1
"3362" 281 -0.198764065093964 0.2
"3363" 281 -0.225683617844654 0.3
"3364" 281 -0.252603170595344 0.4
"3365" 281 -0.279522723346034 0.5
"3367" 281 -0.333361828847414 0.7
"3372" 281 -0.467959592600864 1.2
"3373" 282 -0.154350475410045 0.1
"3374" 282 -0.171892637253113 0.2
"3378" 282 -0.242061284625388 0.6
"3379" 282 -0.259603446468457 0.7
"3381" 282 -0.294687770154595 0.9
"3382" 282 -0.312229931997663 1
"3384" 282 -0.347314255683801 1.2
"3385" 283 -0.14658643222004 0.1
"3386" 283 -0.177969223951961 0.2
"3387" 283 -0.209352015683883 0.3
"3390" 283 -0.303500390879646 0.6
"3391" 283 -0.334883182611567 0.7
"3393" 283 -0.39764876607541 0.9
"3395" 283 -0.460414349539252 1.1
"3399" 284 -0.0710031630314435 0.3
"3400" 284 -0.0916697496121657 0.4
"3402" 284 -0.13300292277361 0.6
"3403" 284 -0.153669509354332 0.7
"3408" 284 -0.257002442257944 1.2
"3411" 285 -0.236176798241757 0.3
"3412" 285 -0.274573994077333 0.4
"3413" 285 -0.312971189912909 0.5
"3414" 285 -0.351368385748485 0.6
"3415" 285 -0.389765581584061 0.7
"3416" 285 -0.428162777419637 0.8
"3420" 285 -0.581751560761941 1.2
"3422" 286 0.31899505417849 0.2
"3423" 286 0.310935091075734 0.3
"3424" 286 0.302875127972978 0.4
"3425" 286 0.294815164870222 0.5
"3435" 287 -0.34101918917596 0.3
"3438" 287 -0.424762702356267 0.6
"3439" 287 -0.452677206749703 0.7
"3440" 287 -0.480591711143139 0.8
"3442" 287 -0.536420719930011 1
"3443" 287 -0.564335224323447 1.1
"3445" 288 -0.179637270741736 0.1
"3446" 288 -0.20469398861877 0.2
"3447" 288 -0.229750706495804 0.3
"3448" 288 -0.254807424372839 0.4
"3450" 288 -0.304920860126908 0.6
"3452" 288 -0.355034295880976 0.8
"3457" 289 -0.0672845474365645 0.1
"3459" 289 -0.142192856070926 0.3
"3464" 289 -0.329463627656831 0.8
"3465" 289 -0.366917781974012 0.9
"3467" 289 -0.441826090608374 1.1
"3468" 289 -0.479280244925555 1.2
"3470" 290 -0.0998292943064121 0.2
"3472" 290 -0.148383287136955 0.4
"3474" 290 -0.196937279967497 0.6
"3475" 290 -0.221214276382768 0.7
"3476" 290 -0.24549127279804 0.8
"3477" 290 -0.269768269213311 0.9
"3481" 291 -0.106804758113362 0.1
"3482" 291 -0.142618269674659 0.2
"3483" 291 -0.178431781235956 0.3
"3484" 291 -0.214245292797254 0.4
"3486" 291 -0.285872315919848 0.6
"3487" 291 -0.321685827481146 0.7
"3488" 291 -0.357499339042443 0.8
"3489" 291 -0.39331285060374 0.9
"3490" 291 -0.429126362165038 1
"3492" 291 -0.500753385287632 1.2
"3493" 292 0.102195097027297 0.1
"3494" 292 0.0794677034269998 0.2
"3495" 292 0.0567403098267025 0.3
"3496" 292 0.0340129162264051 0.4
"3497" 292 0.0112855226261078 0.5
"3500" 292 -0.0568966581747843 0.8
"3505" 293 -0.292156769479402 0.1
"3506" 293 -0.309882272283732 0.2
"3507" 293 -0.327607775088063 0.3
"3511" 293 -0.398509786305385 0.7
"3513" 293 -0.433960791914046 0.9
"3517" 294 -0.340211630417248 0.1
"3520" 294 -0.453398235593916 0.4
"3521" 294 -0.491127103986139 0.5
"3522" 294 -0.528855972378361 0.6
"3523" 294 -0.566584840770584 0.7
"3524" 294 -0.604313709162807 0.8
"3525" 294 -0.64204257755503 0.9
"3527" 294 -0.717500314339475 1.1
"3529" 295 0.086028979810956 0.1
"3530" 295 0.0578372919688068 0.2
"3531" 295 0.0296456041266576 0.3
"3541" 296 0.194236788496783 0.1
"3543" 296 0.176373086427152 0.3
"3545" 296 0.158509384357522 0.5
"3547" 296 0.140645682287891 0.7
"3548" 296 0.131713831253076 0.8
"3549" 296 0.122781980218261 0.9
"3553" 297 -0.0516992557524596 0.1
"3554" 297 -0.0729081711846305 0.2
"3555" 297 -0.0941170866168013 0.3
"3557" 297 -0.136534917481143 0.5
"3562" 297 -0.242579494641997 1
"3563" 297 -0.263788410074168 1.1
"3564" 297 -0.284997325506339 1.2
"3565" 298 -0.0428887046621751 0.1
"3567" 298 -0.0976401234585369 0.3
"3568" 298 -0.125015832856718 0.4
"3569" 298 -0.152391542254899 0.5
"3571" 298 -0.20714296105126 0.7
"3573" 298 -0.261894379847622 0.9
"3574" 298 -0.289270089245803 1
"3576" 298 -0.344021508042165 1.2
"3578" 299 -0.115861308386385 0.2
"3580" 299 -0.160292814084985 0.4
"3582" 299 -0.204724319783585 0.6
"3585" 299 -0.271371578331484 0.9
"3586" 299 -0.293587331180784 1
"3588" 299 -0.338018836879384 1.2
"3589" 300 0.212648954704953 0.1
"3590" 300 0.205148191418802 0.2
"3591" 300 0.197647428132651 0.3
"3593" 300 0.182645901560349 0.5
"3594" 300 0.175145138274198 0.6
"3595" 300 0.167644374988046 0.7
"3601" 301 -0.327172791260089 0.1
"3603" 301 -0.381785488146583 0.3
"3605" 301 -0.436398185033077 0.5
"3607" 301 -0.49101088191957 0.7
"3608" 301 -0.518317230362817 0.8
"3609" 301 -0.545623578806064 0.9
"3613" 302 0.0974411259175179 0.1
"3614" 302 0.0723870912425109 0.2
"3617" 302 -0.00277501278250994 0.5
"3618" 302 -0.0278290474575169 0.6
"3619" 302 -0.0528830821325238 0.7
"3620" 302 -0.0779371168075308 0.8
"3621" 302 -0.102991151482538 0.9
"3622" 302 -0.128045186157545 1
"3623" 302 -0.153099220832552 1.1
"3624" 302 -0.178153255507559 1.2
"3627" 303 0.16248688162349 0.3
"3629" 303 0.134876058514855 0.5
"3632" 303 0.0934598238519025 0.8
"3636" 303 0.0382381776346329 1.2
"3637" 304 -0.0603349681186049 0.1
"3641" 304 -0.18962348302697 0.5
"3642" 304 -0.221945611754062 0.6
"3643" 304 -0.254267740481153 0.7
"3644" 304 -0.286589869208244 0.8
"3648" 304 -0.41587838411661 1.2
"3650" 305 0.102916823787294 0.2
"3652" 305 0.0881041275799333 0.4
"3654" 305 0.0732914313725729 0.6
"3655" 305 0.0658850832688926 0.7
"3664" 306 -0.384793311664294 0.4
"3665" 306 -0.414897849337029 0.5
"3666" 306 -0.445002387009764 0.6
"3667" 306 -0.475106924682499 0.7
"3668" 306 -0.505211462355235 0.8
"3669" 306 -0.53531600002797 0.9
"3670" 306 -0.565420537700705 1
"3671" 306 -0.59552507537344 1.1
"3673" 307 -0.169596497562694 0.1
"3674" 307 -0.192238195134343 0.2
"3679" 307 -0.305446682992591 0.7
"3680" 307 -0.328088380564241 0.8
"3685" 308 0.142696621790744 0.1
"3686" 308 0.13310761246075 0.2
"3688" 308 0.113929593800762 0.4
"3690" 308 0.0947515751407731 0.6
"3697" 309 0.0621707362424061 0.1
"3701" 309 -0.0281859721451648 0.5
"3702" 309 -0.0507751492420576 0.6
"3703" 309 -0.0733643263389503 0.7
"3706" 309 -0.141131857629628 1
"3707" 309 -0.163721034726521 1.1
"3709" 310 -0.352651352204112 0.1
"3710" 310 -0.393064767969881 0.2
"3711" 310 -0.433478183735649 0.3
"3713" 310 -0.514305015267187 0.5
"3714" 310 -0.554718431032956 0.6
"3716" 310 -0.635545262564493 0.8
"3717" 310 -0.675958678330262 0.9
"3718" 310 -0.716372094096031 1
"3719" 310 -0.756785509861799 1.1
"3722" 311 -0.11318722253212 0.2
"3723" 311 -0.14346524646046 0.3
"3724" 311 -0.1737432703888 0.4
"3726" 311 -0.234299318245479 0.6
"3728" 311 -0.294855366102159 0.8
"3730" 311 -0.355411413958838 1
"3731" 311 -0.385689437887178 1.1
"3732" 311 -0.415967461815517 1.2
"3735" 312 -0.0680844006413793 0.3
"3736" 312 -0.0948131263813203 0.4
"3738" 312 -0.148270577861202 0.6
"3739" 312 -0.174999303601143 0.7
"3744" 312 -0.308642932300849 1.2
"3745" 313 -0.263428211517344 0.1
"3747" 313 -0.315709717200452 0.3
"3749" 313 -0.367991222883561 0.5
"3751" 313 -0.420272728566669 0.7
"3752" 313 -0.446413481408223 0.8
"3754" 313 -0.498694987091332 1
"3755" 313 -0.524835739932886 1.1
"3757" 314 -0.279326173778809 0.1
"3758" 314 -0.303266141580097 0.2
"3759" 314 -0.327206109381386 0.3
"3761" 314 -0.375086044983963 0.5
"3763" 314 -0.42296598058654 0.7
"3770" 315 -0.0528798832755224 0.2
"3771" 315 -0.0753396984169973 0.3
"3772" 315 -0.0977995135584723 0.4
"3773" 315 -0.120259328699947 0.5
"3776" 315 -0.187638774124372 0.8
"3780" 315 -0.277478034690272 1.2
"3781" 316 -0.155969504645828 0.1
"3783" 316 -0.192867926784845 0.3
"3784" 316 -0.211317137854353 0.4
"3785" 316 -0.229766348923862 0.5
"3787" 316 -0.266664771062879 0.7
"3788" 316 -0.285113982132388 0.8
"3791" 316 -0.340461615340914 1.1
"3792" 316 -0.358910826410422 1.2
"3793" 317 0.237222843025207 0.1
"3794" 317 0.236305647639447 0.2
"3795" 317 0.235388452253687 0.3
"3797" 317 0.233554061482167 0.5
"3798" 317 0.232636866096407 0.6
"3805" 318 0.0183924799879993 0.1
"3806" 318 -0.000155991686260661 0.2
"3808" 318 -0.0372529350347807 0.4
"3811" 318 -0.0928983500575607 0.7
"3813" 318 -0.129995293406081 0.9
"3814" 318 -0.148543765080341 1
"3817" 319 0.304103853569307 0.1
"3818" 319 0.273372454396173 0.2
"3821" 319 0.18117825687677 0.5
"3822" 319 0.150446857703636 0.6
"3823" 319 0.119715458530502 0.7
"3825" 319 0.0582526601842336 0.9
"3829" 320 0.438673221096413 0.1
"3830" 320 0.428549989541245 0.2
"3832" 320 0.408303526430909 0.4
"3835" 320 0.377933831765406 0.7
"3836" 320 0.367810600210238 0.8
"3838" 320 0.347564137099902 1
"3841" 321 0.0685311864687952 0.1
"3842" 321 0.0431334368931317 0.2
"3843" 321 0.0177356873174681 0.3
"3844" 321 -0.00766206225819548 0.4
"3845" 321 -0.033059811833859 0.5
"3846" 321 -0.0584575614095226 0.6
"3847" 321 -0.0838553109851861 0.7
"3848" 321 -0.10925306056085 0.8
"3849" 321 -0.134650810136513 0.9
"3851" 321 -0.18544630928784 1.1
"3852" 321 -0.210844058863504 1.2
"3853" 322 0.101280578592117 0.1
"3855" 322 0.0571539621964388 0.3
"3856" 322 0.0350906539985995 0.4
"3858" 322 -0.00903596239707904 0.6
"3860" 322 -0.0531625787927577 0.8
"3863" 322 -0.119352503386276 1.1
"3864" 322 -0.141415811584115 1.2
"3874" 323 -0.615356171134199 1
"3875" 323 -0.658356105999993 1.1
"3876" 323 -0.701356040865788 1.2
"3877" 324 0.0528262314844865 0.1
"3881" 324 -0.0351126076426513 0.5
"3882" 324 -0.0570973174244357 0.6
"3883" 324 -0.0790820272062201 0.7
"3889" 325 -0.256033600652784 0.1
"3890" 325 -0.287674074454908 0.2
"3891" 325 -0.319314548257031 0.3
"3892" 325 -0.350955022059154 0.4
"3894" 325 -0.4142359696634 0.6
"3895" 325 -0.445876443465523 0.7
"3897" 325 -0.50915739106977 0.9
"3898" 325 -0.540797864871893 1
"3899" 325 -0.572438338674016 1.1
"3900" 325 -0.604078812476139 1.2
"3901" 326 0.0366615216887768 0.1
"3902" 326 -0.0078568503552963 0.2
"3904" 326 -0.0968935944434425 0.4
"3907" 326 -0.230448710575662 0.7
"3908" 326 -0.274967082619735 0.8
"3909" 326 -0.319485454663808 0.9
"3914" 327 0.0445986428599436 0.2
